rtime,p1.mean,p1.sys,p1.dia,ecg.hr,spo2.ir_amp,co2.et,co2.fi,co2.rr,aa.mac_sum,t1.temp,ppv,,,
29/05/2009 9:55,8527,11681,6499,75,269,329,0,10,112,3635,11.082,,,
29/05/2009 9:56,8464,11567,6471,75,282,328,0,10,112,3635,12.117,,,
29/05/2009 9:56,8552,11565,6516,76,291,330,0,10,116,3635,12.223,,,
29/05/2009 9:56,8534,11547,6506,76,260,329,0,10,111,3635,12.223,,,
29/05/2009 9:56,8425,11274,6484,76,272,328,0,10,114,3635,14.695,,,
29/05/2009 9:56,8798,11846,6696,76,308,331,0,10,113,3635,12.397,,,
29/05/2009 9:56,8801,11995,6721,76,285,334,0,10,115,3635,12.073,,,
29/05/2009 9:57,8751,11870,6669,76,293,332,0,10,116,3635,12.044,,,
29/05/2009 9:57,8992,12180,6843,76,308,332,0,10,114,3635,12.898,,,
29/05/2009 9:57,8964,12127,6831,76,292,331,0,10,114,3635,10.869,,,
29/05/2009 9:57,8953,12145,6870,76,297,334,0,10,113,3635,11.485,,,
29/05/2009 9:57,8927,12063,6834,76,299,332,0,10,112,3635,11.064,,,
29/05/2009 9:57,9137,12291,6966,76,302,331,0,10,113,3635,10.088,,,
29/05/2009 9:58,9125,12402,6975,76,303,334,0,10,112,3635,10.935,,,
29/05/2009 9:58,9036,12272,6913,76,287,332,0,10,114,3635,11.958,,,
29/05/2009 9:58,9107,12383,6933,76,285,333,0,10,112,3635,13.57,,,
29/05/2009 9:58,8952,12228,6844,76,275,333,0,10,114,3635,13.843,,,
29/05/2009 9:58,8838,11936,6767,76,265,334,0,10,115,3637,11.708,,,
29/05/2009 9:58,8924,12227,6758,77,266,329,0,10,113,3635,11.708,,,
29/05/2009 9:59,8896,12129,6727,77,259,331,0,10,114,3637,13.157,,,
29/05/2009 9:59,8885,12090,6790,77,257,331,0,10,114,3637,11.105,,,
29/05/2009 9:59,8819,12011,6754,77,246,332,0,10,112,3637,11.717,,,
29/05/2009 9:59,8549,11564,6593,77,247,331,0,10,112,3637,15.061,,,
29/05/2009 9:59,8684,11713,6685,77,252,333,0,10,115,3637,13.226,,,
29/05/2009 9:59,8680,11681,6675,77,255,337,0,10,117,3637,14.347,,,
29/05/2009 10:00,8702,11725,6726,77,267,338,0,10,117,3637,13.151,,,
29/05/2009 10:00,8582,11474,6681,77,241,333,0,10,117,3637,17.582,,,
29/05/2009 10:00,8231,11004,6503,77,235,332,0,10,115,3637,15.912,,,
29/05/2009 10:00,8136,10842,6403,77,240,336,0,10,110,3637,16.745,,,
29/05/2009 10:00,8325,11010,6550,77,252,329,0,10,113,3637,15.444,,,
29/05/2009 10:00,8296,11020,6499,77,264,330,0,10,112,3637,17.518,,,
29/05/2009 10:01,8119,10762,6419,77,272,332,0,10,113,3637,16.053,,,
29/05/2009 10:01,8020,10626,6407,77,248,330,0,10,114,3637,18.704,,,
29/05/2009 10:01,7880,10385,6244,77,244,334,0,10,112,3637,19.987,,,
29/05/2009 10:01,7481,9730,6009,77,255,325,0,10,115,3637,18.365,,,
29/05/2009 10:01,7635,9901,6153,77,267,337,0,10,114,3637,26.591,,,
29/05/2009 10:01,7457,9619,6051,77,262,323,0,10,114,3637,27.897,,,
29/05/2009 10:02,6997,8897,5755,77,260,319,0,10,112,3637,32.647,,,
29/05/2009 10:02,6671,8292,5590,77,251,317,0,10,114,3637,30.873,,,
29/05/2009 10:02,6582,8080,5535,78,254,316,0,10,114,3637,37.102,,,
29/05/2009 10:02,6242,7563,5317,79,279,313,0,10,114,3637,37.531,,,
29/05/2009 10:02,5934,7148,5051,79,269,311,0,10,114,3640,180.779,,,
29/05/2009 10:02,5707,6922,4846,79,271,308,0,10,113,3637,41.191,,,
29/05/2009 10:03,5525,6581,4710,79,310,310,0,10,116,3640,37.373,,,
29/05/2009 10:03,5491,6530,4657,79,355,310,0,10,113,3640,82.895,,,
29/05/2009 10:03,6302,7553,5482,79,279,303,0,10,114,3640,153.721,,,
29/05/2009 10:03,7245,8635,6223,79,297,309,0,10,114,3640,39.476,,,
29/05/2009 10:03,8368,10295,7095,79,297,314,0,10,115,3640,24.793,,,
29/05/2009 10:03,8718,10863,7333,79,196,323,0,10,114,3640,21.445,,,
29/05/2009 10:04,8663,10902,7247,79,229,321,0,10,114,3640,22.802,,,
29/05/2009 10:04,9004,11566,7411,79,212,331,0,10,113,3640,18.062,,,
29/05/2009 10:04,8860,11487,7226,78,227,325,0,10,115,3640,17.88,,,
29/05/2009 10:04,8581,11125,6979,77,259,328,0,10,115,3642,20.376,,,
29/05/2009 10:04,8663,11171,6985,77,258,328,0,10,113,3640,18.295,,,
29/05/2009 10:04,8725,11316,7076,77,261,331,0,10,114,3642,17.762,,,
29/05/2009 10:05,8686,11266,7073,77,255,327,0,10,112,3642,20.952,,,
29/05/2009 10:05,8842,11541,7103,77,250,326,0,10,115,3642,16.691,,,
29/05/2009 10:05,8914,11816,7082,77,240,331,0,10,114,3642,15.777,,,
29/05/2009 10:05,9038,12018,7132,77,265,336,0,10,112,3642,15.194,,,
29/05/2009 10:05,9225,12240,7352,76,258,334,0,10,112,3642,15.804,,,
29/05/2009 10:05,9379,12472,7426,76,248,334,0,10,115,3642,15.61,,,
29/05/2009 10:06,9263,12281,7400,76,243,329,0,10,113,3642,14.993,,,
29/05/2009 10:06,9120,12024,7324,76,237,333,0,10,114,3642,17.947,,,
29/05/2009 10:06,9393,12519,7424,76,240,333,0,10,115,3642,15.97,,,
29/05/2009 10:06,9375,12457,7424,76,259,333,0,10,112,3644,17.384,,,
29/05/2009 10:06,9279,12263,7394,76,246,331,0,10,115,3644,14.351,,,
29/05/2009 10:06,9448,12581,7476,76,259,328,0,10,114,3644,14.168,,,
29/05/2009 10:07,9299,12259,7345,76,282,328,0,10,115,3644,19.112,,,
29/05/2009 10:07,9068,11927,7279,76,259,330,0,10,115,3644,18.134,,,
29/05/2009 10:07,9184,12036,7397,76,234,325,0,10,116,3644,18.603,,,
29/05/2009 10:07,8987,11596,7242,76,233,324,0,10,113,3644,22.09,,,
29/05/2009 10:07,8885,11547,7215,76,224,321,0,10,114,3644,15.861,,,
29/05/2009 10:07,9072,11966,7216,77,227,326,0,10,115,3644,16.76,,,
29/05/2009 10:08,8779,11519,7072,77,238,333,0,10,113,3644,21.033,,,
29/05/2009 10:08,8410,10951,6809,77,213,332,0,10,114,3644,21.8,,,
29/05/2009 10:08,8589,11263,6929,78,198,329,0,10,112,3644,22.852,,,
29/05/2009 10:08,8874,11610,7106,79,221,330,0,10,111,3646,19.831,,,
29/05/2009 10:08,8600,11116,6969,78,219,325,0,10,110,3646,20.794,,,
29/05/2009 10:08,8483,10991,6902,78,243,327,0,10,112,3646,24.097,,,
29/05/2009 10:09,8537,10984,6944,79,265,328,0,10,111,3646,25.83,,,
29/05/2009 10:09,8479,10757,6914,79,250,327,0,10,115,3646,25.228,,,
29/05/2009 10:09,8081,10324,6700,79,229,324,0,10,112,3646,26.957,,,
29/05/2009 10:09,7966,10117,6577,80,227,325,0,10,116,3646,24.365,,,
29/05/2009 10:09,8150,10370,6658,80,239,328,0,10,115,3646,23.78,,,
29/05/2009 10:09,8115,10294,6674,80,273,327,0,10,114,3646,22.001,,,
29/05/2009 10:10,7651,9590,6396,80,295,326,0,10,114,3646,24.86,,,
29/05/2009 10:10,7744,9670,6451,80,258,327,0,10,116,3646,24.86,,,
29/05/2009 10:10,7617,9494,6385,80,257,326,0,10,114,3646,23.145,,,
29/05/2009 10:10,7390,9149,6240,80,282,326,0,10,112,3646,37.779,,,
29/05/2009 10:10,7187,8812,6082,80,292,321,0,10,114,3649,31.972,,,
29/05/2009 10:10,7287,9033,6158,80,261,321,0,10,115,3649,25.655,,,
29/05/2009 10:11,6953,8492,5912,80,271,321,0,10,114,3649,35.303,,,
29/05/2009 10:11,6717,8083,5758,80,296,323,0,10,112,3649,35.303,,,
29/05/2009 10:11,6831,8158,5833,80,303,320,0,10,115,3649,43.066,,,
29/05/2009 10:11,6546,7963,5595,80,333,318,0,10,112,3649,41.852,,,
29/05/2009 10:11,6329,7430,5437,80,333,317,0,10,113,3649,30.224,,,
29/05/2009 10:11,6462,7724,5539,80,352,319,0,10,114,3649,44.15,,,
29/05/2009 10:12,6370,7535,5473,80,393,319,0,10,114,3649,48.182,,,
29/05/2009 10:12,6504,7665,5595,81,404,324,0,10,115,3649,35.495,,,
29/05/2009 10:12,6489,7649,5633,81,407,318,0,10,114,3649,45.686,,,
29/05/2009 10:12,7341,8543,6434,81,410,313,0,10,115,3649,50.356,,,
29/05/2009 10:12,8898,10747,7684,81,365,321,0,10,113,3651,27.417,,,
29/05/2009 10:12,9944,12549,8352,81,335,324,0,10,114,3649,18.944,,,
29/05/2009 10:13,10155,12977,8460,81,305,329,0,10,116,3651,18.439,,,
29/05/2009 10:13,10314,13271,8523,80,237,326,0,10,116,3651,16.063,,,
29/05/2009 10:13,10479,13672,8550,80,219,330,0,10,113,3651,14.212,,,
29/05/2009 10:13,10584,13941,8544,78,223,336,0,10,115,3651,16.819,,,
29/05/2009 10:13,10574,13939,8501,78,238,331,0,10,112,3651,16.179,,,
29/05/2009 10:13,10729,14336,8587,79,235,336,0,10,113,3651,12.995,,,
29/05/2009 10:14,10874,14592,8625,78,214,336,0,10,114,3651,13.889,,,
29/05/2009 10:14,10772,14486,8543,77,211,337,0,10,117,3651,16.653,,,
29/05/2009 10:14,11001,14886,8588,77,224,339,0,10,113,3651,10.638,,,
29/05/2009 10:14,10875,14698,8622,77,240,339,0,10,113,3651,15.637,,,
29/05/2009 10:14,10753,14400,8568,77,252,337,0,10,115,3653,15.809,,,
29/05/2009 10:14,11127,15092,8703,77,250,338,0,10,113,3653,9.446,,,
29/05/2009 10:15,10925,14847,8555,77,237,337,0,10,115,3653,12.36,,,
29/05/2009 10:15,11088,15078,8646,77,237,337,0,10,112,3653,10.988,,,
29/05/2009 10:15,11293,15388,8765,77,240,339,0,10,116,3653,12.834,,,
29/05/2009 10:15,11120,15178,8697,77,214,340,0,10,115,3653,10.222,,,
29/05/2009 10:15,11193,15327,8674,77,204,338,0,10,113,3653,10.37,,,
29/05/2009 10:15,11376,15671,8735,76,225,343,0,10,113,3653,10.37,,,
29/05/2009 10:16,11361,15640,8767,76,244,342,0,10,116,3653,12.95,,,
29/05/2009 10:16,11343,15617,8678,76,251,349,0,10,111,3653,9.03,,,
29/05/2009 10:16,11469,15819,8761,75,243,341,0,10,115,3655,12.117,,,
29/05/2009 10:16,10973,14987,8527,75,276,340,0,10,113,3653,12.59,,,
29/05/2009 10:16,11077,15183,8577,76,244,343,0,10,114,3653,11.904,,,
29/05/2009 10:16,11148,15300,8609,76,237,339,0,10,112,3655,11.18,,,
29/05/2009 10:17,11021,15062,8535,76,238,351,0,10,114,3655,12.583,,,
29/05/2009 10:17,11054,15101,8545,76,258,338,0,10,115,3655,12.078,,,
29/05/2009 10:17,11129,15220,8590,77,245,339,0,10,114,3655,11.688,,,
29/05/2009 10:17,10999,15006,8540,77,245,340,0,10,116,3655,12.55,,,
29/05/2009 10:17,10921,14871,8462,77,231,338,0,10,116,3655,10.835,,,
29/05/2009 10:17,10804,14825,8338,77,243,337,0,10,113,3655,10.946,,,
29/05/2009 10:18,10783,14689,8380,77,253,336,0,10,111,3655,13.393,,,
29/05/2009 10:18,10454,14097,8229,78,249,335,0,10,115,3655,13.393,,,
29/05/2009 10:18,10101,13591,8019,79,250,336,0,10,112,3655,15.228,,,
29/05/2009 10:18,9755,13013,7764,79,229,332,0,10,114,3655,16.006,,,
29/05/2009 10:18,9903,13119,7810,80,219,336,0,10,114,3655,15.774,,,
29/05/2009 10:18,9593,12921,7688,80,217,333,0,10,115,3655,20.593,,,
29/05/2009 10:19,9440,12556,7555,81,224,330,0,10,113,3657,20.504,,,
29/05/2009 10:19,9239,12330,7424,81,216,329,0,10,115,3655,21.675,,,
29/05/2009 10:19,8991,11866,7193,81,227,330,0,10,116,3655,18.178,,,
29/05/2009 10:19,8760,11527,7085,81,247,334,0,10,117,3657,20.627,,,
29/05/2009 10:19,8712,11374,7011,82,268,332,0,10,115,3657,19.601,,,
29/05/2009 10:19,8839,11700,7070,82,243,331,0,10,115,3657,22.897,,,
29/05/2009 10:20,8511,11053,6837,82,254,330,0,10,114,3657,23.583,,,
29/05/2009 10:20,8455,11049,6837,82,238,333,0,10,116,3657,20.495,,,
29/05/2009 10:20,8489,11166,6812,82,230,332,0,10,116,3657,21.786,,,
29/05/2009 10:20,8109,10513,6589,82,246,329,0,10,113,3657,25.774,,,
29/05/2009 10:20,8251,10850,6676,82,263,329,0,10,116,3657,17.964,,,
29/05/2009 10:20,8340,10987,6679,82,282,330,0,10,112,3657,21.093,,,
29/05/2009 10:21,8138,10658,6555,82,277,333,0,10,114,3657,21.093,,,
29/05/2009 10:21,7874,10262,6418,82,271,328,0,10,112,3657,22.629,,,
29/05/2009 10:21,7932,10297,6439,82,280,329,0,10,115,3657,26.146,,,
29/05/2009 10:21,7749,9976,6338,82,291,324,0,10,116,3660,27.274,,,
29/05/2009 10:21,7617,9737,6264,83,291,327,0,10,114,3660,22.269,,,
29/05/2009 10:21,7738,10047,6328,83,292,330,0,10,115,3660,30.136,,,
29/05/2009 10:22,7419,9446,6133,83,307,321,0,10,115,3660,30.836,,,
29/05/2009 10:22,6986,8742,5923,83,286,316,0,10,115,3660,36.06,,,
29/05/2009 10:22,6829,8485,5769,83,284,316,0,10,116,3660,33.572,,,
29/05/2009 10:22,7035,8782,5863,84,317,321,0,10,116,3660,34.254,,,
29/05/2009 10:22,6810,8391,5727,84,346,315,0,10,115,3662,33.025,,,
29/05/2009 10:22,6496,8054,5478,84,383,314,0,10,115,3660,37.636,,,
29/05/2009 10:23,6493,8049,5432,84,382,313,0,10,116,3662,35.039,,,
29/05/2009 10:23,6455,7895,5406,84,378,314,0,10,115,3662,26.912,,,
29/05/2009 10:23,6855,8535,5719,84,408,318,0,10,117,3662,32.273,,,
29/05/2009 10:23,8554,10691,7216,84,438,317,0,10,116,3662,29.945,,,
29/05/2009 10:23,9659,12396,8095,84,373,320,0,10,116,3662,20.491,,,
29/05/2009 10:23,10167,13190,8310,84,271,324,0,10,113,3662,17.976,,,
29/05/2009 10:24,10557,14039,8517,83,253,332,0,10,114,3662,18.382,,,
29/05/2009 10:24,10728,14357,8534,83,272,338,0,10,116,3664,14.845,,,
29/05/2009 10:24,9897,11840,8524,82,254,336,0,10,114,3664,157.59,,,
29/05/2009 10:24,9977,13888,8147,82,255,338,0,10,116,3664,11.469,,,
29/05/2009 10:24,10664,14889,8297,82,276,339,0,10,116,3664,12.963,,,
29/05/2009 10:24,10758,15043,8273,82,282,341,0,10,113,3664,10.526,,,
29/05/2009 10:25,10557,14816,8099,82,247,336,0,10,114,3664,10.526,,,
29/05/2009 10:25,10411,14617,8032,82,268,338,0,10,115,3664,11.424,,,
29/05/2009 10:25,10600,14980,8039,82,258,340,0,10,114,3664,11.424,,,
29/05/2009 10:25,10478,14747,7974,82,260,337,0,10,116,3664,11.751,,,
29/05/2009 10:25,10640,15067,8068,82,255,341,0,10,115,3666,11.059,,,
29/05/2009 10:25,10639,15096,8038,82,255,341,0,10,115,3666,10.232,,,
29/05/2009 10:26,10505,14910,7966,82,270,341,0,10,115,3666,10.232,,,
29/05/2009 10:26,10651,15088,8067,82,287,339,0,10,115,3666,9.651,,,
29/05/2009 10:26,10735,15153,8050,82,269,339,0,10,112,3666,7.517,,,
29/05/2009 10:26,10747,15275,8083,81,272,348,0,10,111,3666,9.575,,,
29/05/2009 10:26,10634,15016,8033,81,295,339,0,10,111,3666,10.523,,,
29/05/2009 10:26,10553,14932,7963,81,292,339,0,10,110,3666,10.707,,,
29/05/2009 10:27,10460,14797,7840,81,271,345,0,10,110,3666,9.452,,,
29/05/2009 10:27,10576,14928,7889,81,277,347,0,10,110,3666,9.269,,,
29/05/2009 10:27,10585,15050,7902,81,329,344,0,10,109,3669,14.278,,,
29/05/2009 10:27,10101,14300,7595,81,309,345,0,10,112,3669,14.599,,,
29/05/2009 10:27,10061,14184,7665,81,287,341,0,10,111,3669,15.719,,,
29/05/2009 10:27,9461,13267,7291,81,274,342,0,10,110,3669,11.83,,,
29/05/2009 10:28,9385,13191,7277,82,250,336,0,10,109,3669,16.394,,,
29/05/2009 10:28,9228,12913,7153,82,264,336,0,10,109,3669,18.936,,,
29/05/2009 10:28,8991,12605,6972,82,250,337,0,10,108,3669,14.299,,,
29/05/2009 10:28,8618,12049,6752,83,248,333,0,10,111,3669,21.069,,,
29/05/2009 10:28,8651,12145,6676,83,256,334,0,10,110,3669,15.295,,,
29/05/2009 10:28,8649,12102,6653,83,254,337,0,10,109,3669,20.195,,,
29/05/2009 10:29,7947,10953,6239,83,276,332,0,10,111,3669,19.982,,,
29/05/2009 10:29,8118,11321,6351,83,280,332,0,10,111,3669,19.499,,,
29/05/2009 10:29,7820,11119,6205,84,297,331,0,10,109,3669,25.614,,,
29/05/2009 10:29,7510,10317,5898,84,283,329,0,10,110,3671,26.814,,,
29/05/2009 10:29,7685,10671,6016,84,301,330,0,10,108,3671,18.361,,,
29/05/2009 10:29,7671,10639,5971,84,321,334,0,10,109,3671,19.908,,,
29/05/2009 10:30,7167,9759,5695,84,354,330,0,10,109,3671,22.493,,,
29/05/2009 10:30,7143,9729,5677,84,384,329,0,10,108,3671,22.832,,,
29/05/2009 10:30,7254,9939,5690,84,369,329,0,10,109,3671,24.357,,,
29/05/2009 10:30,6842,9321,5483,84,355,327,0,10,109,3671,27.642,,,
29/05/2009 10:30,6783,9205,5452,85,363,328,0,10,108,3671,25.357,,,
29/05/2009 10:30,6712,9148,5365,85,366,329,0,10,107,3671,25.768,,,
29/05/2009 10:31,6524,8862,5278,85,365,327,0,10,106,3671,27.611,,,
29/05/2009 10:31,7634,10118,6096,85,415,327,0,10,109,3671,73.94,,,
29/05/2009 10:31,-32766,-32766,-32766,85,434,324,0,10,107,3671,102.752,,,
29/05/2009 10:31,-32766,-32766,-32766,85,380,321,0,10,108,3673,68.293,,,
29/05/2009 10:31,-32766,-32766,-32766,85,317,326,0,10,109,3673,112.963,,,
29/05/2009 10:31,-32766,-32766,-32766,85,240,333,0,10,110,3673,194.687,,,
29/05/2009 10:32,20539,24329,20052,84,270,340,0,10,107,3673,15.687,,,
29/05/2009 10:32,10213,13757,8032,84,279,342,0,10,109,3673,13.863,,,
29/05/2009 10:32,10226,13956,7977,84,296,347,0,10,107,3673,13.863,,,
29/05/2009 10:32,10446,14192,8044,84,315,346,0,10,107,3673,180.817,,,
29/05/2009 10:32,21722,12569,7636,83,346,353,0,10,106,3673,136.682,,,
29/05/2009 10:32,12820,17217,6604,83,324,359,0,10,107,3673,83.415,,,
29/05/2009 10:33,-32766,-32766,-32766,83,330,354,0,10,105,3673,80.735,,,
29/05/2009 10:33,10642,15097,7950,83,219,354,0,10,106,3676,9.15,,,
29/05/2009 10:33,10552,15021,7867,83,176,354,0,10,106,3676,10.796,,,
29/05/2009 10:33,10557,15066,7833,83,404,355,0,10,107,3676,10.344,,,
29/05/2009 10:33,10656,15378,7868,83,322,357,0,10,106,3676,10.631,,,
29/05/2009 10:33,10345,14799,7655,82,306,358,0,10,105,3676,10.631,,,
29/05/2009 10:34,10210,14676,7630,82,309,358,0,10,104,3676,11.206,,,
29/05/2009 10:34,9873,14271,7380,83,302,352,0,10,104,3676,11.626,,,
29/05/2009 10:34,9524,13963,7160,83,275,354,0,10,106,3676,11.626,,,
29/05/2009 10:34,9476,13741,7104,83,290,353,0,10,105,3676,12.846,,,
29/05/2009 10:34,9409,13240,7161,84,293,357,0,10,105,3676,12.649,,,
29/05/2009 10:34,9160,12875,6991,84,281,356,0,10,105,3676,15.599,,,
29/05/2009 10:35,8747,12293,6761,84,296,351,0,10,105,3676,16.418,,,
29/05/2009 10:35,8883,12421,6820,84,339,354,0,10,105,3678,13.006,,,
29/05/2009 10:35,8874,12691,6722,84,335,357,0,10,104,3676,13.006,,,
29/05/2009 10:35,8696,12377,6612,85,315,353,0,10,105,3676,15.916,,,
29/05/2009 10:35,8623,12265,6537,85,309,353,0,10,105,3676,14.711,,,
29/05/2009 10:35,8622,12228,6523,85,308,356,0,10,105,3678,14.711,,,
29/05/2009 10:36,8482,11946,6443,85,356,354,0,10,104,3676,15.725,,,
29/05/2009 10:36,8336,11613,6416,85,356,353,0,10,106,3676,16.285,,,
29/05/2009 10:36,8324,11653,6410,85,327,354,0,10,106,3678,16.369,,,
29/05/2009 10:36,8267,11506,6340,85,319,355,0,10,104,3678,15.304,,,
29/05/2009 10:36,8302,11522,6373,85,325,359,0,10,104,3678,13.14,,,
29/05/2009 10:36,8335,11578,6364,85,347,360,0,10,104,3678,15.362,,,
29/05/2009 10:37,8173,11305,6312,85,376,354,0,10,103,3678,18.047,,,
29/05/2009 10:37,7996,10930,6247,85,388,353,0,10,105,3678,15.6,,,
29/05/2009 10:37,7885,10758,6187,85,335,354,0,10,105,3680,21.607,,,
29/05/2009 10:37,7765,10410,6126,85,345,355,0,10,103,3678,19.448,,,
29/05/2009 10:37,8212,11001,6394,85,355,358,0,10,105,3678,15.036,,,
29/05/2009 10:37,8199,11018,6411,85,370,359,0,10,104,3678,17.073,,,
29/05/2009 10:38,7949,10668,6209,85,355,356,0,10,104,3678,14.432,,,
29/05/2009 10:38,8110,10868,6396,85,374,362,0,10,103,3678,21.851,,,
29/05/2009 10:38,8015,10436,6424,85,412,357,0,10,103,3678,22.622,,,
29/05/2009 10:38,7450,9488,6114,85,380,352,0,10,105,3678,29.978,,,
29/05/2009 10:38,7279,9053,6043,85,362,347,0,10,104,3678,32.988,,,
29/05/2009 10:38,6833,8345,5760,85,349,347,0,10,106,3680,36.228,,,
29/05/2009 10:39,6465,7687,5525,86,375,341,0,10,105,3678,33.447,,,
29/05/2009 10:39,6526,7698,5579,87,403,340,0,10,103,3678,34.364,,,
29/05/2009 10:39,6392,7459,5473,87,418,342,0,10,102,3680,45.14,,,
29/05/2009 10:39,6031,6904,5224,87,456,337,0,10,104,3680,46.475,,,
29/05/2009 10:39,6072,6834,5273,88,476,341,0,10,102,3680,39.873,,,
29/05/2009 10:39,7389,8372,6493,88,477,339,0,10,104,3680,40.825,,,
29/05/2009 10:40,8331,9662,7304,88,502,341,0,10,103,3680,31.39,,,
29/05/2009 10:40,9225,11103,7903,88,420,347,0,10,103,3680,21.798,,,
29/05/2009 10:40,9624,12010,8007,88,335,349,0,10,104,3680,21.145,,,
29/05/2009 10:40,8896,11101,7435,87,293,355,0,10,103,3680,22.585,,,
29/05/2009 10:40,8636,10595,7253,87,325,354,0,10,102,3680,20.868,,,
29/05/2009 10:40,8580,10653,7139,88,351,353,0,10,104,3680,25.373,,,
29/05/2009 10:41,8107,9866,6793,88,367,353,0,10,103,3682,22.778,,,
29/05/2009 10:41,7884,9572,6640,88,380,352,0,10,104,3680,20.112,,,
29/05/2009 10:41,7757,9535,6454,89,395,357,0,10,105,3682,19.459,,,
29/05/2009 10:41,7675,9400,6411,89,440,359,0,10,103,3682,21.426,,,
29/05/2009 10:41,7814,9586,6460,89,448,364,0,10,105,3682,15.845,,,
29/05/2009 10:41,8031,10008,6566,89,445,372,0,10,101,3682,15.559,,,
29/05/2009 10:42,7829,9578,6439,89,497,382,0,10,102,3682,18.858,,,
29/05/2009 10:42,7922,9833,6489,89,495,380,0,10,101,3682,17.547,,,
29/05/2009 10:42,7944,9868,6526,89,520,384,0,10,103,3682,18.252,,,
29/05/2009 10:42,7996,9906,6553,89,550,389,0,10,103,3682,15.531,,,
29/05/2009 10:42,8094,10092,6615,89,539,389,0,10,102,3685,13.883,,,
29/05/2009 10:42,8291,10345,6736,89,552,386,0,10,102,3682,9.596,,,
29/05/2009 10:43,8501,10725,6878,89,580,382,0,10,101,3685,9.596,,,
29/05/2009 10:43,8638,10977,6913,89,515,382,0,10,102,3682,11.426,,,
29/05/2009 10:43,8426,10696,6762,89,455,395,0,10,101,3685,11.426,,,
29/05/2009 10:43,8202,10322,6604,88,505,397,0,10,102,3682,15.478,,,
29/05/2009 10:43,8460,10773,6746,88,508,401,0,10,105,3682,18.279,,,
29/05/2009 10:43,8420,10909,6626,88,532,406,0,10,105,3682,14.843,,,
29/05/2009 10:44,8102,10485,6413,88,537,403,0,10,105,3682,14.301,,,
29/05/2009 10:44,8431,11095,6594,88,538,398,0,10,105,3685,11.69,,,
29/05/2009 10:44,8467,11191,6609,88,550,389,0,10,100,3682,11.876,,,
29/05/2009 10:44,8597,11467,6721,88,523,387,0,10,100,3682,11.955,,,
29/05/2009 10:44,8575,11416,6709,88,457,385,0,10,97,3682,12.149,,,
29/05/2009 10:44,8586,11500,6637,88,417,384,0,10,98,3682,14.956,,,
29/05/2009 10:45,8427,11242,6513,88,445,382,0,10,97,3682,14.113,,,
29/05/2009 10:45,8390,11074,6533,88,483,385,0,10,99,3682,9.244,,,
29/05/2009 10:45,8568,11297,6704,88,476,384,0,10,100,3682,13.4,,,
29/05/2009 10:45,8468,11168,6667,88,515,379,0,10,102,3682,17.737,,,
29/05/2009 10:45,8347,10922,6603,88,454,382,0,10,101,3682,16.656,,,
29/05/2009 10:45,8437,10960,6693,88,461,390,0,10,100,3682,17.069,,,
29/05/2009 10:46,8276,10904,6557,88,493,374,0,10,101,3682,15.923,,,
29/05/2009 10:46,8288,10832,6542,88,477,382,0,10,100,3682,14.93,,,
29/05/2009 10:46,8193,10813,6481,88,482,377,0,10,99,3682,16.203,,,
29/05/2009 10:46,8190,10724,6489,88,474,379,0,10,102,3682,17.648,,,
29/05/2009 10:46,8436,11075,6640,88,419,392,0,10,100,3682,16.649,,,
29/05/2009 10:46,8233,10840,6514,88,421,389,0,10,101,3682,16.656,,,
29/05/2009 10:47,7986,10336,6357,88,440,384,0,10,99,3685,17.969,,,
29/05/2009 10:47,8324,10718,6513,88,436,387,0,10,100,3682,17.969,,,
29/05/2009 10:47,8462,11185,6608,88,471,388,0,10,101,3685,10.389,,,
29/05/2009 10:47,8396,11009,6619,88,498,391,0,10,99,3682,16.395,,,
29/05/2009 10:47,8730,11544,6786,88,466,402,0,10,99,3682,11.969,,,
29/05/2009 10:47,8730,11601,6783,88,475,388,0,10,98,3685,11.889,,,
29/05/2009 10:48,8812,11724,6802,88,480,388,0,10,101,3685,11.231,,,
29/05/2009 10:48,8974,12050,6902,88,437,392,0,10,99,3685,11.796,,,
29/05/2009 10:48,8996,12157,6888,88,456,391,0,10,98,3685,9.416,,,
29/05/2009 10:48,8839,11963,6784,88,477,390,0,10,98,3685,10.68,,,
29/05/2009 10:48,8940,12197,6825,88,435,390,0,10,97,3682,10.711,,,
29/05/2009 10:48,9150,12481,6887,87,403,391,0,10,100,3682,11.376,,,
29/05/2009 10:49,8865,12140,6742,87,424,388,0,10,99,3685,11.899,,,
29/05/2009 10:49,8912,12147,6800,87,440,391,0,10,100,3685,12.283,,,
29/05/2009 10:49,8912,12073,6786,87,407,390,0,10,98,3682,10.704,,,
29/05/2009 10:49,8777,11912,6709,87,404,393,0,10,99,3682,12.142,,,
29/05/2009 10:49,8768,11912,6703,87,432,390,0,10,98,3682,12.11,,,
29/05/2009 10:49,8969,12205,6828,87,434,390,0,10,98,3682,13.105,,,
29/05/2009 10:50,8930,12162,6807,87,426,389,0,10,100,3685,13.195,,,
29/05/2009 10:50,8871,12169,6786,87,394,390,0,10,98,3685,12.69,,,
29/05/2009 10:50,9154,12648,6911,87,391,390,0,10,98,3682,11.56,,,
29/05/2009 10:50,9267,12879,6937,87,392,392,0,10,100,3685,9.382,,,
29/05/2009 10:50,9442,13068,7084,88,349,396,0,10,99,3685,9.399,,,
29/05/2009 10:50,9338,12935,7025,88,344,393,0,10,98,3685,10.512,,,
